Name,Price,Rating,Proccesor,Core,Thread,RAM(GB),Storage,Graphic_card,Display,Pixel,OS
HP Victus 15-fb3012AX Gaming Laptop,66240,72.0,8th Gen AMD Ryzen 5 8645HS,Hexa Core,12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-r1705TX Gaming Laptop,66240,72.0,14th Gen Intel Core i5 14450HX,10 Cores (6P + 4E),16,16,512GB,6GB NVIDIA GeForce RTX 3050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G10 Laptop,66240,55.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP 15-fr0028TU Laptop,66240,53.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,Intel Integrated Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3004AX Gaming Laptop,66240,70.0,8th Gen AMD Ryzen 5 8645HS,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2191TX Gaming Laptop,66240,63.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0569TU Laptop,66240,55.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf1096TX Gaming Laptop,66240,79.0,14th Gen Intel Core i7 14650HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3025AX Gaming Laptop,66240,77.0,8th Gen AMD Ryzen 9 8945HS,Octa Core,16,16,1TB,8GB NVIDIA GeForce RTX 4060,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3125AX Gaming Laptop,66240,56.0,7th Gen AMD Ryzen 7 7445H,Hexa Core,12,16,512GB,NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion Plus ‎16-ab0015TX Laptop,66240,69.0,13th Gen Intel Core i5 13500H,12 Cores (4P + 8E),16,16,512GB,6GB NVIDIA GeForce RTX 3050,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP Omen 16-xf0060AX Gaming Laptop,66240,78.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,8GB NVIDIA GeForce RTX 4060,16 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3118AX Gaming Laptop,66240,64.0,7th Gen AMD Ryzen 7 7445H,Octa Core,16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ‎15-fd0467TU Laptop,66240,57.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,‎Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc1004AU Laptop,66240,61.0,7th Gen AMD Ryzen 5 7535HS,Hexa Core,12,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xd0015AX Gaming Laptop,66240,75.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-ae0002TX Gaming Laptop,66240,75.0,14th Gen Intel Core i7 14650HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-am0241TX Gaming Laptop,66240,78.0,14th Gen Intel Core i7 14650HX,16 Cores (8P + 8E),24,24,1TB,8GB NVIDIA GeForce RTX 5050,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 16-r1706TX Gaming Laptop,66240,72.0,14th Gen Intel Core i5 14450HX,10 Cores (6P + 4E),16,16,512GB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 5 Next Gen AI 14-he0014QU Laptop,66240,51.0,Qualcomm Snapdragon X X1-26-100,Octa Core</li,,16,512GB,Qualcomm Adreno GPU,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15-fc0389AU Laptop,66240,57.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0185AX Gaming Laptop,66240,68.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0574TU Laptop,66240,55.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G10 Laptop,66240,50.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb3009AX Gaming Laptop,66240,72.0,8th Gen AMD Ryzen 5 8645HS,Hexa Core,12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP ‎15-fd0465TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,‎Intel UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 16-wf1150TX Gaming Laptop,66240,79.0,14th Gen Intel Core i7 14650HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0154AU Laptop,66240,55.0,7th Gen AMD Ryzen 3 7320U,Quad Core,8,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-gr1028TU Laptop,66240,61.0,Intel Core Ultra 7 155H,16 Cores (6P + 8E + 2LP-E),22,16,512GB,Intel Integrated Intel Arc,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-FD0582TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0476AU Laptop,66240,59.0,5th Gen AMD Ryzen 7 5825U,Octa Core,16,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd1255TU Laptop,66240,59.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,1TB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-fc0156AU Laptop,66240,59.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-xd0020AX Gaming Laptop,66240,77.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa1319TX Gaming Laptop,66240,61.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus15-fb0147AX Gaming Laptop,66240,57.0,5th Gen AMD Ryzen 5  5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon AMD Radeon RX 6500M,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G9 7B1L8PA Laptop,66240,60.0,5th Gen AMD Ryzen 5 5625U,Hexa Core,12,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP 15-fr0049TU Laptop,66240,54.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0664TU Laptop,66240,,Intel Core 5 Processor Series 1 120U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0691TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,12,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16 Max 16-ah0189TX Gaming Laptop,66240,,Intel Core Ultra 9 275HX,24 Cores (8P + 16E),24,64,1TB,24GB NVIDIA GeForce RTX 5090,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP 15-fr0025TU Laptop,66240,55.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2309TX Gaming Laptop,66240,70.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,24,1TB,8GB NVIDIA GeForce RTX 5050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 5 Next Gen AI 14-he0015QU Laptop,66240,52.0,Qualcomm Snapdragon X X1-26-100,Octa Core</li,,16,1TB,Qualcomm Adreno GPU,14 inches, 1920 x 1200 pixels,Windows 11 OS
HP 15-hr1000TU Laptop,66240,55.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc1039AU Laptop,66240,60.0,7th Gen AMD Ryzen 5 7535HS,Hexa Core,12,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0490TU Laptop,66240,53.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-hr0007TU Laptop,66240,52.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 250 G10 ‎BJ3R8AT Laptop,66240,52.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,32,512GB,Intel Integrated UHD Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0575TU Laptop,66240,51.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,12,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-gr0002TU Laptop,66240,54.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2701TX Gaming Laptop,66240,65.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook X Flip 14-fm0058TU Next Gen AI PC Laptop,66240,71.0,Intel Core Ultra 5 226V,Octa Core (4P + 4LP-E),8,16,512GB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP 255 G10 ‎‎B69V0PT#ACJ Laptop,66240,,AMD Athlon 7120U,8 GB  RAM</li,,25,AMD,"15.6inches, 1366x768pixels",Windows 11 OS,,
HP Pavilion x360 14-ek1152TU Laptop,66240,66.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3003AX Gaming Laptop,66240,70.0,8th Gen AMD Ryzen 5 8645HS,Hexa Core,12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2700TX  Gaming Laptop,66240,62.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2703TX Gaming Laptop,66240,61.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 255 G10 B1FW9PT Laptop,66240,,7th Gen AMD Ryzen 3 7320U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,15.6 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-FA1411TX Gaming Laptop,66240,66.0,12th Gen Intel Core i7 12650H,10 Cores (6P + 4E),16,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 16 AI 16-ag0019AU Laptop,66240,62.0,8th Gen AMD Ryzen 5 8540U,Hexa Core,12,16,512GB,AMD Radeon AMD,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-fa1388TX Gaming Laptop,66240,62.0,12th Gen Intel Core i5 12450H,Octa Core (4P + 4E),12,16,1TB,4GB NVIDIA GeForce RTX 3050A,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0155AU Laptop,66240,56.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb2114AX Gaming Laptop,66240,73.0,8th Gen AMD Ryzen 7 8845HS,Octa Core,16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb2117AX Gaming Laptop,66240,74.0,8th Gen AMD Ryzen 7 8845HS,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Chromebook 11MK G9 EE Laptop,66240,,MediaTek Kompanio 500 500,Octa Core</li,,4 ,32GB,Arm Mali-G72 MP3,11.6 inches, 1366 x 768 pixels,Chrome OS
HP 15-fd1098TU Laptop,66240,54.0,Intel Core Ultra 5 Series 1 125H,14 Cores (4P + 8E + 2LP-E),18,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wf0179TX Gaming Laptop,66240,71.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,512GB,6GB NVIDIA GeForce RTX 3050,16.1 inches, 2560 x 1440 pixels,Windows 11 OS
HP Omen 16-xf0081AX Gaming Laptop,66240,,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,32,1TB,8GB NVIDIA GeForce RTX 4060,16 inches, 1440 x 2560 pixels,Windows 11 OS
HP Omen 16-wf1025TX Gaming Laptop,66240,79.0,14th Gen Intel Core i7 14700HX,20 Cores (8P + 12E),28,16,1TB,8GB NVIDIA GeForce RTX 4060,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-XD0007ax Gaming Laptop,66240,72.0,7th Gen AMD Ryzen 7 7840HS,Octa Core,16,16,1TB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0147AX Gaming Laptop,66240,68.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-wd0880TX Gaming Laptop,66240,64.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,6GB NVIDIA GeForce RTX 4050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 15-EH3101AU Laptop,66240,63.0,7th Gen AMD Ryzen 7 7730U,Octa Core,16,16,512GB,AMD Radeon Vega 8 Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion x360 14-ek1010TU Laptop,66240,65.0,13th Gen Intel Core i5 1335U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated Iris Xe,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15s-du3614TU Laptop,66240,61.0,11th Gen Intel Core i3 1115G4,Dual Core,4,8 ,1TB,256GB SSD,Intel Integrated UHD,,"15.6 inches, 1920 x 1080 pixels"
HP 255 G8 62Y30PA Laptop,66240,50.0,5th Gen AMD Ryzen 5  5500U,Hexa Core,12,8 ,512GB,AMD Radeon Vega 8,15.6 inches, 1366 x 768 pixels,Windows 11  OS
HP Victus 15-fb3123AX  Gaming Laptop,66240,64.0,7th Gen AMD Ryzen 7 7445H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3122AX Gaming Laptop,66240,61.0,7th Gen AMD Ryzen 7 7445H,Octa Core,16,16,512GB,4GB NVIDIA GeForce RTX 2050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0549TU Laptop,66240,53.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,8 ,1TB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-em0243AU Laptop,66240,50.0,7th Gen AMD Ryzen 3 7320U,Quad Core,8,8 ,512GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 16-FD0640TU Laptop,66240,55.0,Intel Core 5 Processor Series 1 120U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3124AX  Gaming Laptop,66240,61.0,7th Gen AMD Ryzen 7 7445H,Hexa Core,12,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2192TX  Gaming Laptop,66240,61.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3130AX Gaming Laptop,66240,66.0,7th Gen AMD Ryzen 7 7445H,Octa Core,16,16,512GB,6GB NVIDIA GeForce RTX 4050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16-ap0165AX Gaming Laptop,66240,70.0,AMD Ryzen AI 7 350,Octa Core,16,16,1TB,8GB NVIDIA GeForce RTX 5050,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 16-r1707TX Gaming Laptop,66240,71.0,14th Gen Intel Core i5 14450HX,10 Cores (6P + 4E),16,16,512GB,6GB NVIDIA GeForce RTX 3050,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Pavilion 16-af0069TU Laptop,66240,57.0,Intel Core Ultra 5 125U,12 Cores (2P + 8E + 2LP-E),14,16,1TB,Intel Integrated Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-fb3185AX Gaming Laptop,66240,70.0,AMD Ryzen 7 260,Octa Core,16,24,1TB,8GB NVIDIA GeForce RTX 5050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Spectre x360 14-eu0670TU Laptop,66240,73.0,Intel Core Ultra 7 Series 1 155H,16 Cores (6P + 8E + 2LP-E),22,32,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP 14s-dq3141TU Laptop,66240,,Intel Celeron N4500,Dual Core,2,8 ,512GB,Intel Integrated UHD Graphics,14 inches, 1366 x 768 pixels,Windows 11 OS
HP Victus 15-fb3134AX Gaming Laptop,66240,62.0,7th Gen AMD Ryzen 7 7445H,Octa Core,16,16,512GB,NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Omen 16 Max 16-ah0190TX Gaming AI Laptop,66240,,Intel Core Ultra 9 275HX,24 Cores (8P + 16E),24,32,1TB,12GB NVIDIA GeForce RTX 5070 Ti,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP ProBook 635 Aero G8 4Q1T0PA Laptop,66240,54.0,5th Gen AMD Ryzen 5 5600U,Hexa Core,12,16,512GB,AMD Radeon Graphics,13.3 inches, 1920 x 1080 pixels,Windows 10 OS
HP 15-fd0568TU Laptop,66240,55.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fc0533AU Laptop,66240,55.0,5th Gen AMD Ryzen 7 5825U,Octa Core,16,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 3 15-fn0007AU AI Laptop,66240,,AMD Ryzen AI 5 340,Hexa Core,12,16,512GB,AMD Radeon,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 3 14-ha0000AU Laptop,66240,,AMD Ryzen AI 5 340,Hexa Core,12,16,512GB,AMD Radeon,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fa2190TX Gaming Laptop,66240,61.0,13th Gen Intel Core i5 13420H,Octa Core (4P + 4E),12,16,512GB,4GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0588TU Laptop,66240,56.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0588TU Laptop,66240,56.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,1TB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 7 Aero 13-bg1456AU Next Gen AI Laptop,66240,,AMD Ryzen AI 7 AI 7 350,16 GB LPDDR5X RAM</li,,51,AMD,"13.3inches, 2560x1600pixels",Windows 11 OS,,
HP 15-fc0390AU Laptop,66240,59.0,7th Gen AMD Ryzen 7 7730U,Octa Core,16,16,512GB,AMD Radeon AMD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0515TU Laptop,66240,56.0,13th Gen Intel Core i7 1355U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-hr0008TU Laptop,66240,52.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-ep0341TU Laptop,66240,50.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 5 16-ba1123TU Laptop,66240,53.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Victus 15-fa2077TX Gaming Laptop,66240,65.0,13th Gen Intel Core i7 13620H,10 Cores (6P + 4E),16,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 14-ep0294TU Laptop,66240,50.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0489TU Laptop,66240,,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb0184AXGaming Laptop,66240,64.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,8 ,512GB,4GB AMD Radeon RX 6500M Graphics,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 240 G10 ‎‎BE5S0PT Laptop,66240,,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,1TB,Intel UHD Graphics,14 inches, 1920 x 1080 pixels,Windows OS
HP Envy x360 14-fc0124TU Laptop,66240,56.0,Intel Core Ultra 7 155U,12 Cores (2P + 8E + 2LP-E),14,16,512GB,Integrated Intel Graphics,14 inches, Touch Screen,Windows 11 OS
HP 15-fd0577TU Laptop,66240,57.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd0573TU Laptop,66240,54.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,12,512GB,Intel Integrated UHD,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP 15-fd1253TU Laptop,66240,,Intel Core 3 100U,Hexa Core (2P + 4E),8,8 ,512GB,Intel Integrated,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 5 16-ba1008TU Laptop,66240,53.0,13th Gen Intel Core i5 1334U,10 Cores (2P + 8E),12,16,512GB,Intel Iris Xe Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP Omen 16-wf0262TX Gaming Laptop,66240,74.0,13th Gen Intel Core i7 13700HX,16 Cores (8P + 8E),24,16,1TB,8GB NVIDIA GeForce RTX 4070,16.1 inches, 1920 x 1080 pixels,Windows 11 OS
HP Victus 15-fb3011AX Gaming Laptop,66240,68.0,5th Gen AMD Ryzen 5 5600H,Hexa Core,12,16,512GB,6GB NVIDIA GeForce RTX 3050,15.6 inches, 1920 x 1080 pixels,Windows 11 OS
HP OmniBook 7 Aero 13-bg1678AU Next Gen AI  Laptop,66240,56.0,AMD Ryzen AI 5 340,Hexa Core,12,16,512GB,AMD Radeon 840M Graphics,13.3 inches, 2560 x 1600 pixels,Windows 11 OS
HP OmniBook X Flip 14-fm0029TU Next Gen AI Laptop,66240,74.0,Intel Core Ultra 7 Series 2 258V,Octa Core (4P + 4E),8,32,1TB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP OmniBook X Flip 14-fm0026TU Next Gen AI PC Laptop,66240,70.0,Intel Core Ultra 7 Series 2 256V,Octa Core (4P + 4LP-E),8,16,512GB,Intel Arc Graphics,14 inches, 2880 x 1800 pixels,Windows 11 OS
HP Omen 16 Max 16-ah0076TX Gaming Laptop,66240,,Intel Core Ultra 9 275HX,24 Cores (8P + 16E),24,32,1TB,16GB NVIDIA GeForce RTX 5080,16 inches, 2560 x 1600 pixels,Windows 11 OS
HP OmniBook 5 Next Gen AI 16-ag1037au Laptop,66240,53.0,AMD Ryzen AI 5 340,Hexa Core,12,16,512GB,AMD Radeon 860M Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP OmniBook 5 Next Gen AI 16-ag1048AU Laptop,66240,54.0,AMD Ryzen AI 7 350,Octa Core,16,16,512GB,AMD Radeon 860M Graphics,16 inches, 1920 x 1200 pixels,Windows 11 OS
HP 255 G10 ‎B21E0PT#ACJ Laptop,66240,,AMD Athlon 7120U,8 GB  RAM</li,,25,AMD,"15.6inches, 1366x768pixels",DOS OS,,
HP 250 G10 ‎B10M3AT Laptop,66240,50.0,13th Gen Intel Core i3 1315U,Hexa Core (2P + 4E),8,16,512GB,Intel Integrated UHD Graphics,15.6 inches, 1366 x 768 pixels,DOS OS
HP 14-em0214AU Laptop,66240,54.0,7th Gen AMD Ryzen 5 7530U,Hexa Core,12,16,512GB,AMD Radeon AMD,14 inches, 1920 x 1080 pixels,Windows 11 OS
HP 245 G10 B0WM3PT Laptop,66240,52.0,7th Gen AMD Ryzen 5 7520U,Quad Core,8,8 ,512GB,AMD Radeon Graphics,14 inches, 1366 x 768 pixels,DOS OS
